﻿﻿﻿﻿chapter,arabic,korean,example_sentence,sentence_korean
17과,الْمَحْمُولَ,휴대용,أَسْتَخْدِمُ الْحَاسُوبَ الْمَحْمُولَ.,나는 (휴대용) 컴퓨터(노트북)를 사용한다.
17과,مُشْتَرَكٌ,공통된,بَيْنَهُمَا شُعُورٌ مُشْتَرَكٌ.,그 둘 사이에는 (공통된) 감정이 있다.
17과,مَقْرُوءٌ,읽기,هٰذَا الْكِتَابُ مَقْرُوءٌ بِسُهُولَةٍ.,이 책은 쉽게 (읽기) 좋다(잘 읽힌다).
17과,مَمْنُوعٌ,금지,مَمْنُوعٌ التَّدْخِينُ هُنَا.,여기서는 흡연 (금지)입니다.
17과,مُشْتَاقٌ,그리운,أَنَا مُشْتَاقٌ إِلَيْكَ.,나는 네가 (그리운) 상태다.
17과,مَسْرُورٌ,기쁜,أَنَا مَسْرُورٌ بِلِقَائِكَ.,나는 너를 만나서 (기쁜) 상태다.
17과,مَسْمُوحٌ,허용,التَّصْوِيرُ مَسْمُوحٌ فِي هٰذِهِ الْمِنْطَقَةِ.,이 구역에서는 촬영이 (허용)된다.
17과,مُتَرْجَمٌ,번역된,هٰذَا الْكِتَابُ مُتَرْجَمٌ مِنَ اللُّغَةِ الْفَرَنْسِيَّةِ.,이 책은 프랑스어에서 (번역된) 것이다.
17과,مَفْتُوحٌ,열려,الْبَابُ مَفْتُوحٌ.,문이 (열려) 있다.
17과,مُغْلَقٌ,닫혀,الشُّبَّاكُ مُغْلَقٌ.,창문이 (닫혀) 있다.
17과,نَفْسِهِ,자신,يُفَكِّرُ فِي نَفْسِهِ فَقَطْ.,그는 오직 (자신)만을 생각한다.
17과,نَفْسَهَا,자신,تَعْتَبِرُ نَفْسَهَا جَمِيلَةً جِدًّا.,그녀는 (자신)을 매우 아름답다고 여긴다.
17과,بِنَفْسِهِ,자신,زِيَادَةِ الثِّقَةِ بِنَفْسِهِ.,(자신)에 대한 자신감 높이기.
17과,نَفْسَهُ,자신,وَجَدَ نَفْسَهُ فِي الْمُسْتَشْفَى.,그는 병원에 있는 (자신)을 발견했다.
17과,مُتَأَكِّدٌ,확신하는,أَنَا مُتَأَكِّدٌ أَنَّهُ سَيُسَافِرُ غَدًا.,나는 그가 내일 여행할 것이라고 (확신하는) 상태다.
17과,مُدَرِّبُ,코치,يُوسُفُ مُدَرِّبُ فَرِيقِ كُرَةِ الْقَدَمِ.,유수프는 축구팀 (코치)이다.
17과,مُقَدِّمَةُ,진행자,وَدَادُ مُقَدِّمَةُ الْبَرَامِجِ التِّلْفَازِيَّةِ.,와다드는 TV 프로그램 (진행자)이다.
17과,الْمُتَحَدِّثُ,대변인,أَعْلَنَ الْمُتَحَدِّثُ بِاسْمِ مَكْتَبِ الرِّئَاسَةِ.,대통령실 (대변인)이 발표했다.
17과,مُسَافِرُونَ,여행,الْأَسَاتِذَةُ مُسَافِرُونَ إِلَى أُورُوبَّا غَدًا.,교수님들은 내일 유럽으로 (여행) 가신다.
17과,مُسْتَعِدٌّ,준비된,أَنَا مُسْتَعِدٌّ لِبَحْثِ كُلِّ الْخِيَارَاتِ.,나는 모든 선택지를 논의할 (준비된) 상태다.
17과,مُخْلِصٌ,성실한,أَحْمَدُ مُخْلِصٌ فِي عَمَلِهِ دَائِمًا.,아흐마드는 항상 자신의 일에 (성실한) 사람이다.
17과,الْمُسْتَحِيلِ,불가능,مِنَ الْمُسْتَحِيلِ إِحْلَالُ السَّلَامِ.,평화를 정착시키는 것은 (불가능)하다.
17과,مُفِيدٌ,유익한,تَنَاوُلُ الطَّعَامِ بِكَمِّيَّاتٍ قَلِيلَةٍ مُفِيدٌ لِلصِّحَّةِ.,소량의 음식을 먹는 것은 건강에 (유익한) 것이다.
17과,مُحْتَاجٌ,필요한,طِفْلٌ مُحْتَاجٌ إِلَى الْمُسَاعَدَةِ.,도움이 (필요한) 아이.
18과,زُرْتُ,방문했다,زُرْتُ الطَّبِيبَ أَمْسِ لِأَنَّنِي كُنْتُ مَرِيضًا.,나는 아파서 어제 의사를 (방문했다).
18과,الطَّبِيبَ,의사,زُرْتُ الطَّبِيبَ أَمْسِ لِأَنَّنِي كُنْتُ مَرِيضًا.,나는 아파서 어제 (의사)를 방문했다.
18과,قَالَ,말했다,قَالَ لِي الطَّبِيبُ: لَا تَخَفْ.,의사가 나에게 (말했다): 걱정 마세요(두려워 마라).
18과,تَخَفْ,걱정,قَالَ لِي الطَّبِيبُ: لَا تَخَفْ.,의사가 나에게 말했다: (걱정) 마세요.
18과,عُدْ,돌아가라,عُدْ إِلَى الْبَيْتِ وَخُذْ رَاحَةً.,집으로 (돌아가라) 그리고 휴식을 취해라.
18과,رَاحَةً,휴식,عُدْ إِلَى الْبَيْتِ وَخُذْ رَاحَةً.,집으로 돌아가 그리고 (휴식)을 취해라.
18과,وَصَفَ,처방했다,وَصَفَ لِيَ الدَّوَاءَ.,그는 나에게 약을 (처방했다).
18과,الدَّوَاءَ,약,وَصَفَ لِيَ الدَّوَاءَ.,그는 나에게 (약)을 처방했다.
18과,وَجَدْتُ,찾았다,وَجَدْتُ الصَّيْدَلِيَّةَ بِسُهُولَةٍ.,나는 약국을 쉽게 (찾았다/발견했다).
18과,الصَّيْدَلِيَّةَ,약국,وَجَدْتُ الصَّيْدَلِيَّةَ بِسُهُولَةٍ.,나는 (약국)을 쉽게 찾았다.
18과,بِسُهُولَةٍ,쉽게,وَجَدْتُ الصَّيْدَلِيَّةَ بِسُهُولَةٍ.,나는 약국을 (쉽게) 찾았다.
18과,تَنَاوَلْتُ,복용했다,تَنَاوَلْتُ الدَّوَاءَ بَعْدَ الْأَكْلِ.,나는 식후에 약을 (복용했다/먹었다).
18과,نِمْتُ,잤다,نِمْتُ مُبَكِّرًا فِي ذٰلِكَ الْيَوْمِ.,나는 그날 일찍 (잤다).
18과,مُبَكِّرًا,일찍,نِمْتُ مُبَكِّرًا فِي ذٰلِكَ الْيَوْمِ.,나는 그날 (일찍) 잤다.
18과,اسْتَيْقَظْتُ,일어났다,اسْتَيْقَظْتُ فِي الصَّبَاحِ وَشَعَرْتُ بِتَحَسُّنٍ.,나는 아침에 (일어났다) 그리고 호전을 느꼈다.
18과,بِتَحَسُّنٍ,호전,شَعَرْتُ بِتَحَسُّنٍ.,나는 (호전/나아짐)을 느꼈다.
18과,قُمْتُ,일어났다,قُمْتُ مِنَ السَّرِيرِ نَشِيطًا.,나는 침대에서 활기차게 (일어났다). (기상했다)
18과,نَشِيطًا,활기차게,قُمْتُ مِنَ السَّرِيرِ نَشِيطًا.,나는 침대에서 (활기차게) 일어났다.
18과,بَاعَ,팔았다,بَاعَ التَّاجِرُ الْفَوَاكِهَ فِي السُّوقِ.,상인은 시장에서 과일을 (팔았다).
18과,التَّاجِرُ,상인,بَاعَ التَّاجِرُ الْفَوَاكِهَ فِي السُّوقِ.,(상인)은 시장에서 과일을 팔았다.
18과,يَبِيعُ,판다,هُوَ يَبِيعُ الْخُضْرَوَاتِ أَيْضًا.,그는 채소들도 (판다).
18과,الْخُضْرَوَاتِ,채소,هُوَ يَبِيعُ الْخُضْرَوَاتِ أَيْضًا.,그는 (채소)들도 판다.
18과,بِعْ,팔아라,بِعْ لِي هٰذَا الْقَمِيصَ.,나에게 이 셔츠를 (팔아라).
18과,عَاشَ,살았다,عَاشَ جَدِّي تِسْعِينَ سَنَةً.,내 할아버지는 90년을 (살았다).
18과,يَعِيشُ,산다,الْأَسَدُ يَعِيشُ فِي الْغَابَةِ.,사자는 숲에 (산다).
18과,عِشْ,살아라,عِشْ حَيَاتَكَ بِسَعَادَةٍ.,너의 인생을 행복하게 (살아라).
18과,بِسَعَادَةٍ,행복하게,عِشْ حَيَاتَكَ بِسَعَادَةٍ.,너의 인생을 (행복하게) 살아라.
18과,زَارَتْ,방문했다,زَارَتْ فَاطِمَةُ صَدِيقَتَهَا الْمَرِيضَةَ.,파티마는 아픈 친구를 (방문했다).
18과,تَزُورُ,방문한다,هِيَ تَزُورُ الْمَكْتَبَةَ كُلَّ يَوْمٍ.,그녀는 매일 도서관을 (방문한다).
18과,زُرْ,방문해라,زُرْ أَقَارِبَكَ فِي الْعِيدِ.,명절에 친척들을 (방문해라).
18과,أَقَارِبَكَ,친척,زُرْ أَقَارِبَكَ فِي الْعِيدِ.,명절에 너의 (친척)들을 방문해라.
18과,صَامَ,단식했다,صَامَ الْمُسْلِمُونَ فِي شَهْرِ رَمَضَان.,무슬림들은 라마단 달에 (단식했다).
18과,يَصُومُ,단식한다,هُوَ يَصُومُ كُلَّ اثْنَيْنِ.,그는 매주 월요일마다 (단식한다).
18과,صُمْ,단식해라,صُمْ تَصِحَّ.,(단식해라) 그러면 건강해질 것이다.
18과,كَانَ,이었다,كَانَ الْجَوُّ بَارِدًا أَمْسِ.,어제 날씨는 추웠다(추운 상태 (이었다)).
18과,يَكُونُ,될,سَيَكُونُ الْجَوُّ مُشْمِسًا غَدًا.,내일 날씨는 맑게 (될) 것이다.
18과,كُنْ,되어라,كُنْ مُجْتَهِدًا فِي دِرَاسَتِكَ.,학업에 (되어라 -> 부지런해라). (kun: Be)
18과,مُجْتَهِدًا,부지런해라,كُنْ مُجْتَهِدًا فِي دِرَاسَتِكَ.,학업에 (부지런해라/성실해라).
18과,قَامَ,일어났다,قَامَ الطُّلَّابُ احْتِرَامًا لِلْأُسْتَاذِ.,학생들은 교수님에 대한 존경으로 (일어났다).
18과,احْتِرَامًا,존경,قَامَ الطُّلَّابُ احْتِرَامًا لِلْأُسْتَاذِ.,학생들은 교수님에 대한 (존경)으로 일어났다.
18과,يَقُومُ,수행한다,يَقُومُ الْمُهَنْدِسُ بِعَمَلِهِ.,그 엔지니어는 자신의 일을 (수행한다). (qāma bi: 수행하다)
18과,قُمْ,일어나라,قُمْ مِنَ النَّوْمِ.,잠에서 (일어나라).
18과,عَادَ,돌아왔다,عَادَ الْمُسَافِرُ إِلَى وَطَنِهِ.,여행객은 고국으로 (돌아왔다).
18과,يَعُودُ,돌아온다,مَتَى يَعُودُ أَبُوكَ مِنَ الْعَمَلِ؟,네 아버지는 언제 일터에서 (돌아오니/돌아오신다)?
18과,عُدْ,돌아가라,عُدْ إِلَى مَكَانِكَ.,너의 자리로 (돌아가라).
18과,فَازَ,이겼다,فَازَ الْفَرِيقُ بِالْمُبَارَاةِ.,그 팀은 경기에서 (이겼다).
18과,بِالْمُبَارَاةِ,경기,فَازَ الْفَرِيقُ بِالْمُبَارَاةِ.,그 팀은 (경기)에서 이겼다.
18과,يَفُوزُ,이긴다,مَنْ يَفُوزُ بِالْكَأْسِ؟,누가 컵(우승컵)을 (이길까/차지할까)?
18과,فُزْ,이겨라,فُزْ بِالْجَائِزَةِ الْأُولَى.,1등 상을 (이겨라/타라).
18과,تَابَ,회개했다,تَابَ الرَّجُلُ إِلَى اللهِ.,그 남자는 신께 (회개했다).
18과,تُبْ,회개해라,تُبْ إِلَى رَبِّكَ.,너의 주님께 (회개해라).
18과,صَارَ,되었다,صَارَ الْمَاءُ ثَلْجًا.,물이 얼음이 (되었다).
18과,ثَلْجًا,얼음,صَارَ الْمَاءُ ثَلْجًا.,물이 (얼음)이 되었다.
18과,يَصِيرُ,된다,يَصِيرُ الْبُرْتُقَالُ عَصِيرًا.,오렌지는 주스가 (된다).
18과,صِرْ,되어라,صِرْ رَجُلًا قَوِيًّا.,강한 남자가 (되어라).
18과,خَافَ,무서워했다,خَافَ الطِّفْلُ مِنَ الْكَلْبِ.,아이는 개를 (무서워했다).
18과,يَخَافُ,무서워한다,هُوَ لَا يَخَافُ مِنَ الظَّلَامِ.,그는 어둠을 (무서워하지 않는다).
18과,الظَّلَامِ,어둠,هُوَ لَا يَخَافُ مِنَ الظَّلَامِ.,그는 (어둠)을 무서워하지 않는다.
18과,خَفِ,두려워해라,خَفِ اللهَ حَيْثُمَا كُنْتَ.,네가 어디에 있든 신을 (두려워해라/경외해라).
18과,نَامَ,잤다,نَامَ الطِّفْلُ فِي سَرِيرِهِ.,아이는 침대에서 (잤다).
18과,يَنَامُ,잔다,هُوَ يَنَامُ ثَمَانِيَ سَاعَاتٍ يَوْمِيًّا.,그는 매일 8시간 (잔다).
18과,نَمْ,자라,نَمْ جَيِّدًا.,잘 (자라).
18과,كَادَ,할뻔했다,كَادَ يَسْقُطُ.,그는 넘어질 (뻔했다).
18과,يَكَادُ,할것같다,يَكَادُ الْمَطَرُ يَنْزِلُ.,비가 내릴 (것 같다/막 내리려 한다).
18과,وَصَلَ,도착했다,وَصَلَ الْقِطَارُ إِلَى الْمَحَطَّةِ.,기차가 역에 (도착했다).
18과,الْمَحَطَّةِ,역,وَصَلَ الْقِطَارُ إِلَى الْمَحَطَّةِ.,기차가 (역)에 도착했다.
18과,يَصِلُ,도착한다,يَصِلُ الطَّائِرَةُ بَعْدَ قَلِيلٍ.,비행기는 잠시 후에 (도착한다).
18과,صِلْ,도착해라,صِلْ فِي الْمَوْعِدِ الْمُحَدَّدِ.,정해진 시간에 (도착해라).
18과,وَجَدَ,찾았다,وَجَدَ الطَّالِبُ قَلَمَهُ الْمَفْقُودَ.,학생은 잃어버린 펜을 (찾았다).
18과,الْمَفْقُودَ,잃어버린,وَجَدَ الطَّالِبُ قَلَمَهُ الْمَفْقُودَ.,학생은 (잃어버린) 펜을 찾았다.
18과,يَجِدُ,찾는다,لَا يَجِدُ صُعُوبَةً فِي الدِّرَاسَةِ.,그는 공부에 어려움을 (찾지/느끼지) 않는다.
18과,جِدْ,찾아라,جِدْ حَلًّا لِلْمُشْكِلَةِ.,문제의 해결책을 (찾아라).
18과,وَعَدَ,약속했다,وَعَدَ الْأَبُ ابْنَهُ بِهَدِيَّةٍ.,아버지는 아들에게 선물을 (약속했다).
18과,يَعِدُ,약속한다,هُوَ يَعِدُ وَلَا يُخْلِفُ.,그는 (약속한다) 그리고 어기지 않는다.
18과,عِدْ,약속해라,عِدْنِي بِأَنَّكَ سَتَزُورُنِي.,나를 방문하겠다고 나에게 (약속해라).
18과,وَقَعَ,떨어졌다,وَقَعَ الْكَأْسُ عَلَى الْأَرْضِ.,컵이 바닥에 (떨어졌다).
18과,الْأَرْضِ,바닥,وَقَعَ الْكَأْسُ عَلَى الْأَرْضِ.,컵이 (바닥/땅)에 떨어졌다.
18과,يَقَعُ,위치한다,يَقَعُ بَيْتِي خَلْفَ الْمَدْرَسَةِ.,내 집은 학교 뒤에 (위치한다/있다).
18과,خَلْفَ,뒤,يَقَعُ بَيْتِي خَلْفَ الْمَدْرَسَةِ.,내 집은 학교 (뒤)에 위치한다.
18과,قِ,조심해라,قِ نَفْسَكَ مِنَ الْبَرْدِ.,추위로부터 자신을 (조심해라/지켜라). (waqā의 명령형)
18과,وَضَعَ,두었다,وَضَعَ الْمُعَلِّمُ الْكِتَابَ عَلَى الْمَكْتَبِ.,선생님은 책을 책상 위에 (두었다).
18과,يَضَعُ,둔다,أَيْنَ يَضَعُ مِفْتَاحَهُ؟,그는 열쇠를 어디에 (두니)?
18과,ضَعِ,두어라,ضَعِ الْحَقِيبَةَ هُنَا.,가방을 여기에 (두어라).
18과,وَهَبَ,주었다,وَهَبَ اللهُ الْإِنْسَانَ عَقْلًا.,신은 인간에게 지성을 (주었다/부여했다).
18과,عَقْلًا,지성,وَهَبَ اللهُ الْإِنْسَانَ عَقْلًا.,신은 인간에게 (지성/이성)을 부여했다.
18과,يَهَبُ,준다,الْمُدِيرُ يَهَبُ الْجَوَائِزَ لِلْفَائِزِينَ.,이사는 우승자들에게 상을 (준다/수여한다).
18과,هَبْ,주어라,هَبْ لِي مِنْ لَدُنْكَ رَحْمَةً.,당신의 곁으로부터 나에게 자비를 (주어라/베풀어라).
18과,وَثِقَ,신뢰했다,وَثِقَ الْمُدِيرُ بِمُوَظَّفِهِ.,이사는 그의 직원을 (신뢰했다).
18과,يَثِقُ,신뢰한다,هُوَ لَا يَثِقُ بِأَحَدٍ.,그는 아무도 (신뢰하지 않는다).
18과,ثِقْ,믿어라,ثِقْ بِنَفْسِكَ.,너 자신을 (믿어라/신뢰해라).
18과,وَرِثَ,상속받았다,وَرِثَ الْابْنُ الْمَالَ عَنْ أَبِيهِ.,아들은 아버지로부터 돈을 (상속받았다).
